,name,wiki_bool,wiki_length
2742,Valeria Riccardo,False,0
2743,Achim Kempf,False,0
2744,Kevin Cahill,True,263
2745,Giovanna Gagliardi,False,0
2746,Mark A. Cappelli,False,0
2747,Zheyu Fang（方哲宇）,False,0
2748,L. A. Orozco,False,0
2749,Sokolov Vladimir,False,0
2750,M G Kozlov,False,0
2751,R. Budnik,False,0
2752,Gregory B. Cook,False,0
2753,Volodymyr Chelnokov,False,0
2754,Bokwon Yoon,False,0
2755,Nguyen Tien Son,False,0
2756,László Szunyogh,False,0
2757,Robin Hogan,False,0
2758,Michael Ljungberg,False,0
2759,Fabrizio Illuminati,False,0
2760,Henry E. Fischer,False,0
2761,Carl Schmidt,True,1853
2762,Jennifer E. Hoffman,False,0
2763,John Meriwether,True,6872
2764,Furong Zhu,False,0
2765,Arnab Rai Choudhuri,True,3563
2766,yunlong sheng,False,0
2767,Ivan H. Deutsch,False,0
2768,Chang Liu,True,196
2769,John McCaffrey,True,524
2770,Simon Hooker,False,0
2771,Jinkui Zhao,False,0
2772,Rahul PANDIT,False,0
2773,Qihua Wang,False,0
2774,Carlo Piermarocchi,False,0
2775,Alexander A. Kordyuk,False,0
2776,Seibt,False,0
2777,Федір Даневич Fedor Danevich,False,0
2778,Christopher  Njeh,False,0
2779,Jarmo Hietarinta,False,0
2780,Benjamin Lindner,False,0
2781,hafid aourag,False,0
2782,Natan Andrei,False,0
2783,Raymond F. Bishop,False,0
2784,Jonathan C.Y. Chung,False,0
2785,Jose Enrique Ortega,False,0
2786,yaacov shapira,False,0
2787,Ming-Fa Lin,False,0
2788,Pier Paolo Lottici,False,0
2789,XIAO HU,False,0
2790,M. Loewe,False,0
2791,Rodolfo A. Jalabert,False,0
2792,Ahmed S Hassan,False,0
2793,Peter Deak,False,0
2794,Walter Binns,False,0
2795,Joshua S Weitz,False,0
2796,Geza Giedke,False,0
2797,Ehud Meron,False,0
2798,Christopher Roland,False,0
2799,Giuseppe Falci,False,0
2800,Masatoshi Sato,False,0
2801,Jianhua Qin,False,0
2802,Petr Kral,True,268
2803,Alexander Föhlisch,False,0
2804,Ilya Nemenman,True,3136
2805,Andrey Toropov,False,0
2806,Germán Rodrigo,False,0
2807,Alex Hamilton,True,265
2808,Mark Edwards,True,1340
2809,Oleg Kolosov,False,0
2810,Philip Salmon,False,0
2811,Robert Golub,True,250
2812,Stefan Wessel,False,0
2813,Jamal Berakdar,False,0
2814,"Prof. Lorenzo Torrisi, PhD, Full Professor",False,0
2815,A.E. Champagne,False,0
2816,Nikolaos Tetradis,False,0
2817,Bo Thidé,True,5737
2818,M Swisdak,False,0
2819,Tomas Bohr,False,0
2820,Eleanor Highwood,False,0
2821,Alexander Penin,False,0
2822,Zvonimir Dogic,False,0
2823,Jay A. Gupta,False,0
2824,Claudio Lenz Cesar,False,0
2825,Matthew Johnson,True,2438
2826,Stuart Turner,True,667
2827,Andrew J. Daley,False,0
2828,Moritz Münchmeyer,False,0
2829,Leandro M Malard,False,0
2830,Han Woong Yeom,False,0
2831,Mihael Makek,False,0
2832,Pablo M Rusjan,False,0
2833,Nicolas Sangouard,False,0
2834,italo guarneri,False,0
2835,Oleg Heczko,False,0
2836,Joshua Socolar,False,0
2837,Levon Pogosian,True,2511
2838,Balasubramanian Sundaram,True,1219
2839,Michael Pracy,False,0
2840,Mischa Hoogeman,False,0
2841,Valentin Gavriljuk,False,0
2842,Nathan Kleeorin,False,0
2843,William Bertrand (Randy) Doriese,False,0
2844,José F. Cariñena,False,0
2845,Harry Radousky,False,0
2846,Päivi Törmä,False,0
2847,Serdar Kuyucak,True,1667
2848,Barbara Drossel,False,0
2849,Lene B. Oddershede,False,0
2850,Aaron Pierce,True,851
2851,manfred wagner,True,233
2852,Gergely Zimanyi,False,0
2853,William Cullen,True,32739
2854,Martin Sterrer,False,0
2855,Michael Riordan,True,3387
2856,F. Sebastian Bergeret,False,0
2857,Jose A. Pons,False,0
2858,Brian LeRoy,False,0
2859,John Badding,False,0
2860,Peter Hoskins,False,0
2861,Olaf Lechtenfeld,False,0
2862,Alejandro L Garcia,False,0
2863,jonathan phillips,False,0
2864,Dr.H. Nagabhushana,False,0
2865,Liming Wang,False,0
2866,Martin Magnusson,False,0
2867,Giorgos Tsironis,False,0
2868,Xiaoyong Wang,False,0
2869,Sergey Mirov,False,0
2870,Amir Haghighirad,False,0
2871,Matthias Eschrig,False,0
2872,Roberto Di Leonardo,False,0
2873,Jean Bellissard,False,0
2874,Laurent Villard,False,0
2875,Michal Bockowski,False,0
2876,Maurits W. Haverkort,False,0
2877,Henning Samtleben,False,0
2878,Fabian Waleffe,False,0
2879,Zhi-Xi Wu (吴枝喜),False,0
2880,Richard P Taylor,False,0
2881,Alper Kiraz,False,0
2882,Guy F. de Teramond,False,0
2883,Daniele Brida,False,0
2884,Anders E Carlsson,False,0
2885,Kirk Flippo,False,0
2886,Richard Buscall,False,0
2887,Kan Liou,False,0
2888,Dmitri Krioukov,False,0
2889,William H. Kinney,False,0
2890,Flavio H. Fenton,False,0
2891,Jorge Kohanoff,False,0
2892,JM Gregg,False,0
2893,J. F. Sharpey-Schafer,False,0
2894,Masao Ninomiya,False,0
2895,Peter Krüger,True,211
2896,Xiaofeng Wang,False,0
2897,john dobson,False,0
2898,S. Lance Cooper,False,0
2899,Jonathan E. Spanier,False,0
2900,Julian Merten,False,0
2901,Ruxandra Bondarescu,False,0
2902,Kazuo Tsushima,False,0
2903,James M Pope,False,0
2904,Andrea Li Bassi,False,0
2905,Dr. S. Jerome Das,False,0
2906,Peter Rez,False,0
2907,Glenn Barnich,False,0
2908,Michael Kolios,False,0
2909,Sergei L Lukyanov,False,0
2910,Sergei Tikhodeev,False,0
2911,Robert Savit,False,0
2912,Fatkhulla Abdullaev,False,0
2913,Curtis Rettig,False,0
2914,Michael Hagan,True,11402
2915,Frank Hegmann,False,0
2916,Thomas Cravens,False,0
2917,amalia patane,False,0
2918,Antonino Marco Saitta,False,0
2919,Wolfram Hergert,False,0
2920,Mohamed Bououdina,False,0
2921,Dujardin Christophe,False,0
2922,Peter Bouwknegt,True,3132
2923,haijin li(李海金）,False,0
2924,Efstratios Manousakis,False,0
2925,Arnd Pralle,False,0
2926,Seung-Hoon Jhi,False,0
2927,Timo Nieminen,True,4688
2928,S Anantha Ramakrishna,False,0
2929,Francisco Javier Manjón Herrera,False,0
2930,Deng Dehui,False,0
2931,Matthieu Wyart,False,0
2932,Clifford Cheung,False,0
2933,Tai-Kai Ng,False,0
2934,Nathaniel Craig,False,0
2935,Krassimir Panajotov,False,0
2936,Andrew A. Bettiol,False,0
2937,Kristen A Fichthorn,False,0
2938,Marek Kuś,False,0
2939,Chris Marianetti,False,0
2940,Osvaldo Civitarese,False,0
2941,Alexei Prokudin,True,217
2942,Sadek A. Nehmeh,False,0
2943,Michael Rosenbluh,False,0
2944,ethem akturk,False,0
2945,John P Cummings,False,0
2946,Paul Sutcliffe,True,3866
2947,Yan Zhang,True,199
2948,Giovanni Carlotti,False,0
2949,"Eduardo G. Moros, Ph.D., DABR, FAAPM",False,0
2950,Hans-Jörg Vogel,False,0
2951,Makoto C. Fujiwara,False,0
2952,Loukas Vlahos,False,0
2953,"Aeschbach, W.",False,0
2954,Ruggero Santilli,True,19143
2955,Stefan Kröll,False,0
2956,Thomas O'Donnell,True,993
2957,Martin Leahy,False,0
2958,Hartmut Monien,False,0
2959,yu sinyukov,False,0
2960,J. Timothy Sage,False,0
2961,James Sparks,True,199
2962,Joachim Raeder,False,0
2963,Peter Hing ,False,0
2964,Gianluca Valentini,False,0
2965,Svjetlana Fajfer,False,0
2966,Dan Browne,True,7072
2967,Rene Lopez,True,166
2968,Heiko Wende,False,0
2969,Justin Stevens,False,0
2970,Anirvan M. Sengupta,False,0
2971,Diptiman Sen,False,0
2972,Matthew McCluskey,False,0
2973,Victor Gurarie,False,0
2974,David McLachlan,False,0
2975,Tim R Morris,False,0
2976,Kirill Krasnov,False,0
2977,Michael C.  Tringides,False,0
2978,Janusz Hołyst,False,0
2979,Elias Vagenas,False,0
2980,V.R.Dhanak,False,0
2981,Patrick Scheerer,False,0
2982,Luc Vinet,True,9021
2983,Jonathan Friedman,True,6425
2984,J Lakshmana Rao,False,0
2985,G. Murtaza,False,0
2986,Neil Pomphrey,False,0
2987,Georgy Golitsyn,True,6686
2988,James W. M. Chon,False,0
2989,M.M. El-Nahass,False,0
2990,Stefano Giovanazzi,False,0
2991,Francesco Guerra,True,5329
2992,Andrea Rapisarda,False,0
2993,Babis Dimitriadis,False,0
2994,Ren-Min Ma,False,0
2995,Jeffrey S Dyck,False,0
2996,Zoltan Donko,False,0
2997,Prabal K Maiti,False,0
2998,Sandra C Chapman,False,0
2999,A. G. Unil Perera,False,0
3000,Göran Johansson,True,3241
3001,Michael Fitzsimmons,False,0
3002,Luca Salasnich,False,0
3003,James S Schilling,False,0
3004,Plamen Krastev,True,2042
3005,Kartik Ghosh,False,0
3006,Matthew Davis,True,6104
3007,Jose P. Mestre,False,0
3008,Seongshik Oh,False,0
3009,R. S. Rawat,False,0
3010,Dorel Bucurescu,False,0
3011,Christopher Carr,True,204
3012,JOHN R Ray,False,0
3013,Tanniemola Liverpool,True,7100
3014,Seiichiro Onari,False,0
3015,Ranjeet Sokhi,False,0
3016,Nick Kylafis,False,0
3017,Federico Boscherini,False,0
3018,Gabriel Molina-Terriza,False,0
3019,Lin Yin,False,0
3020,Valentin M. Gelikonov,False,0
3021,Raphaël Butté,False,0
3022,Hans-Günther Döbereiner,False,0
3023,Andrej Arbuzov,False,0
3024,Dominique Coquillat,False,0
3025,Matthias Tesche,False,0
3026,Durga Basak,False,0
3027,Giancarlo Calvanese Strinati,False,0
3028,M. Eline Kooi,False,0
3029,Arturo A Ayon,False,0
3030,Garret Cotter,False,0
3031,Christina Streli,False,0
3032,Darrell Schroeter,False,0
3033,Ioannis Daglis,False,0
3034,Alexandr Milstein,False,0
3035,Michael Wübbenhorst,False,0
3036,Ludvig Edman,False,0
3037,Mats Holmstrom,False,0
3038,Wolfgang Losert,False,0
3039,Marko Robnik,False,0
3040,Miguel A. Cazalilla,False,0
3041,Kohsuke Sumiyoshi,False,0
3042,Peter T Gallagher,False,0
3043,Mikael Lindgren,False,0
3044,Johan Nilsson,True,596
3045,Peter Domachuk,False,0
3046,Pritiraj Mohanty,False,0
3047,Han-Youl Ryu,False,0
3048,Margarida M. Telo da Gama,False,0
3049,Bogdan Mitrica,False,0
3050,Oğuz Gülseren,False,0
3051,Dr. Christos Volos,False,0
3052,Manus J. Donahue,False,0
3053,Mitoseriu Liliana,False,0
3054,Tetsuya Shiromizu,False,0
3055,Prof. Reghu Menon,False,0
3056,Jeff Yarger,False,0
3057,Sarah C. Gallagher,False,0
3058,Maria Siebes,False,0
3059,Lucilla de Arcangelis,False,0
3060,Cesare Chiccoli,False,0
3061,Ioannis Kourakis,False,0
3062,J. Harnad,True,208
3063,Ke-Qing Xia,False,0
3064,Carsten B. Krauss,False,0
3065,Valentyn S. Volkov,False,0
3066,Alberto Bramati,False,0
3067,Regina Soufli,False,0
3068,Pavel Fileviez Perez,False,0
3069,ANANTHARAMAN M R,False,0
3070,Gregory Parker,False,0
3071,Zackaria Chacko,False,0
3072,Francesco Califano,False,0
3073,D. Trbojevic,False,0
3074,"Holzworth, RH",False,0
3075,Andreas Brandhuber,False,0
3076,Alex Lips,False,0
3077,"Vankó, György",False,0
3078,Wei-Min Zhang,False,0
3079,D A Bradley,False,0
3080,Jenő Kürti,False,0
3081,Wouter Deconinck,False,0
3082,Prof.Dr.Mohamed Aly Mohamed Abdou,False,0
3083,Victor N. Antonov,False,0
3084,Donatas Zigmantas,False,0
3085,Gang Huang （黄刚）,False,0
3086,Dieter Bauer,False,0
3087,DG Rancourt,False,0
3088,Kun Yang,True,1713
3089,Botao Qiao,False,0
3090,Rashmi Desai,True,234
3091,Xiantu He,False,0
3092,Axel Kuhn,True,218
3093,Klavs Hansen,False,0
3094,Saibal Roy,False,0
3095,Pei-Ming Ho,False,0
3096,Peter Schupp,False,0
3097,Eric Lutz,False,0
3098,Prasanta K. Panigrahi,False,0
3099,Kenneth C Young,False,0
3100,Luigi Mancini,False,0
3101,Lascialfari Alessandro,False,0
3102,Savdeep Sethi,False,0
3103,Jeff Gore,True,6308
3104,Victor Kravtsov,False,0
3105,Shi Chen,False,0
3106,Victor N. Vasilets,False,0
3107,Wonshik Choi,False,0
3108,Eva Lindroth,False,0
3109,Guido Pupillo,False,0
3110,Fatiha Benmokhtar,False,0
3111,Marco Pettini,False,0
3112,Donald Siegel,True,180
3113,Jibo He,False,0
3114,X. Xia,False,0
3115,Rolf Koenenkamp,False,0
3116,Remo Rohs,False,0
3117,Joshua L Cohn,False,0
3118,Kwanpyo Kim,False,0
3119,Boris Kuhlmey,False,0
3120,Sungchul Hohng,False,0
3121,gilles lerondel,False,0
3122,Mauro Ferrario,False,0
3123,Roman Puzniak,False,0
3124,s magazu,False,0
3125,Eugene Kennedy,True,15258
3126,Scott M Woodley,False,0
3127,Jure Demsar,False,0
3128,Andrzej Golnik,False,0
3129,Jan Plefka,False,0
3130,Ignacio L. Garzon,False,0
3131,Richard Kerner,False,0
3132,Cleber Renato Mendonca,False,0
3133,Frank Peeters,True,8662
3134,Nial Wassdahl,False,0
3135,Fernando González-Caballero,False,0
3136,Martin Weinelt,False,0
3137,Yi Zhang,True,195
3138,Arash Mostofi,False,0
3139,R W Munn,False,0
3140,guido cognola,False,0
3141,Leonid Chernozatonskii,False,0
3142,Holger Müller,False,0
3143,Pintilie Lucian,False,0
3144,Markus Rapp,False,0
3145,Els Peeters,False,0
3146,Felix Baumberger,False,0
3147,Vladimir Bazhanov,False,0
3148,Martin Israel,True,5674
3149,Dmitri Vassilevich,False,0
3150,Paul Erhart,False,0
3151,M. Aslam,True,2800
3152,Arild Gustavsen,False,0
3153,"Olof ""Charlie"" Karis",False,0
3154,Scott B. Jones,False,0
3155,Pedro Carpena,False,0
3156,Thomas Feurer,False,0
3157,Mika Tarvainen,False,0
3158,Leonardo Giusti,False,0
3159,Cyrus C. Taylor,False,0
3160,Sabre Kais,False,0
3161,Chonglin Chen (C. L. Chen),False,0
3162,Simon John Bending,False,0
3163,Wolfgang E. Ernst,False,0
3164,Andrea Soddu,False,0
3165,Yang Shen,True,3681
3166,Marcelo Pereira de Almeida,False,0
3167,Wlodek Kofman,False,0
3168,Anastasios Bezerianos,False,0
3169,Tenio Popmintchev,False,0
3170,Jakob Yngvason,True,4497
3171,Frances HELLMAN,False,0
3172,Takashi Oka,False,0
3173,Juleon Schins,False,0
3174,John A. Jaszczak,False,0
3175,Eduard Kontar,False,0
3176,CESAREO DOMINGUEZ,False,0
3177,Tomaz Zwitter,False,0
3178,Paul Barclay,True,1487
3179,Hans L Pecseli,False,0
3180,Mohammad Taghizadeh,False,0
3181,Greg Hughes,True,11327
3182,Tsumoru Shintake,False,0
3183,vladimir agranovich,False,0
3184,Mark M. Wilde,False,0
3185,Massimo Testa,False,0
3186,Tomoyasu Taniyama,False,0
3187,Yan Jin,False,0
3188,Frank Nijhoff,False,0
3189,Fabien Solmon,False,0
3190,Sven Rogge,False,0
3191,"Andrey Ionin, AA Ionin, A.A. Ionin, Andrei A. Ionin, A Ionin, Andrey A. Ionin, Andrei Ionin",False,0
3192,Stewart Edward Barnes,False,0
3193,C M Shen,False,0
3194,Uwe Schneider,True,2401
3195,Yungui Gong,False,0
3196,Jaime Zamorano,False,0
3197,Eduardo Ponton,False,0
3198,Philipp Treutlein,False,0
3199,giovanni alberto ummarino,False,0
3200,Toby W. Allen,False,0
3201,Carsten A. Ullrich,False,0
3202,Ricardo Troncoso,False,0
3203,Florence Tama,False,0
3204,Henning Schomerus,False,0
3205,Eugene Kryachko,False,0
3206,Fengyuan Yang,False,0
3207,Mark C. Williams,False,0
3208,Alex Levine,False,0
3209,Patrick Gibbons,False,0
3210,Igor Herbut,False,0
3211,Ralf Everaers,False,0
3212,Laura Pyrak-Nolte,False,0
3213,Erik Aurell,False,0
3214,Peter Horvathy,False,0
3215,Andre Leclair,False,0
3216,Y.S. Horowitz,False,0
3217,matthew phillips,False,0
3218,K.Porsezian,False,0
3219,Lawrence P.  Horwitz,False,0
3220,Kenneth A. Goldberg,False,0
3221,Oleg Braun,False,0
3222,B Ananthanarayan,False,0
3223,Peter J. J. O'Malley,False,0
3224,Ferenc Bari,False,0
3225,Chris Haniff,False,0
3226,M. A. LIBERMAN,False,0
3227,Massimo Brambilla,True,12091
3228,Quan Qing,False,0
3229,Zhiyi Wei,False,0
3230,Jinming Dong,False,0
3231,Francesca Baletto,False,0
3232,Joshua Colwell,False,0
3233,Klaus Ziegler,False,0
3234,Yvonne Y. Y. Wong,False,0
3235,Stefan Trotzky,False,0
3236,Erich Poppitz,False,0
3237,Yu.V. Milman,False,0
3238,H M Noor ul Huda Khan Asghar,False,0
3239,Myung-Hwa Jung,False,0
3240,Biró Tamás Sándor,False,0
3241,Nikolas Provatas,False,0
3242,Maxim Molokeev,False,0
3243,Joshua Shaevitz,False,0
3244,Zoltan Racz,False,0
3245,Vyacheslav P. Spiridonov,False,0
3246,Peter Zeppenfeld,False,0
3247,Qunxiang Li,False,0
3248,Sebastia Bota,False,0
3249,Jaroslav Polák,False,0
3250,Jean Turner,True,7829
3251,Valery Zavorotny,False,0
3252,Tyrel M McQueen,False,0
3253,Boris Yakovlevich Levin (1906-1993),False,0
3254,Sebastião Simionatto,False,0
3255,Ophelia K. C. Tsui,False,0
3256,David Wittman,False,0
3257,Richard Sear,False,0
3258,Valentin Craciun,False,0
3259,Biagio Lucini,False,0
3260,Dmitry Garanin,False,0
3261,Raghuvir Arni,False,0
3262,Mark J. Hogan,False,0
3263,Oana Jurchescu,False,0
3264,Natalya Dashyan,False,0
3265,Cenke Xu,False,0
3266,Li Ge,True,2080
3267,Brett W. Denevi,False,0
3268,Chuanwei Zhang,False,0
3269,Stefano Sanguinetti,False,0
3270,Silvio Franz,False,0
3271,Vance Bergeron,False,0
3272,Ujjwal Sen,False,0
3273,Edward L Wolf,False,0
3274,Eric P. Visser,False,0
3275,Tomislav Terzić,False,0
3276,Andrei Erofeev,False,0
3277,Frank Marsiglio,False,0
3278,Alistair M.S. Smith,False,0
3279,Gerhard Jakob,False,0
3280,Oleg Lunin,False,0
3281,Joshua Gundersen,False,0
3282,Danilo Bersani,False,0
3283,Thomas R  Powers,False,0
3284,Edward Laird,False,0
3285,Emidio Gabrielli,False,0
3286,Ivan Biaggio,False,0
3287,Sean Gavin,False,0
3288,Rainer Leonhardt,False,0
3289,Prof Andre Luiten,False,0
3290,abdellah ahmidouch,False,0
3291,Alexey Pogorelov (1919-2002),False,0
3292,Vitaly Bychkov,False,0
3293,Nir Shaviv,True,21183
3294,Gui-Bin Liu,False,0
3295,Maurizio Cellura,False,0
3296,Prof. AMARJYOTI CHOUDHURY,False,0
3297,Aleksei (Oleksii) Chechkin,False,0
3298,Hao Lei,True,9456
3299,Anton Zabrodin,False,0
3300,Barry Walker,True,260
3301,Daniele Fioretto,False,0
3302,Chia-Liang Cheng,False,0
3303,Zbigniew Celinski,False,0
3304,Sylvio May,False,0
3305,Larus Thorlacius,False,0
3306,Alexei Sokolov,True,12555
3307,Hyunseok Jeong,False,0
3308,James R. Heflin,False,0
3309,Thomas Halfmann,False,0
3310,Ørjan Grøttem Martinsen,False,0
3311,Jiaping Wang,False,0
3312,P. Areias,False,0
3313,Matthew Buckley,True,981
3314,Derryck T. Reid,False,0
3315,Ahmad Sheykhi,False,0
3316,Matthew R Becker,False,0
3317,Otto L Muskens,False,0
3318,B M Jelenkovic,False,0
3319,Miguel AF Sanjuán,False,0
3320,Klaus Hornberger,False,0
3321,David L Wiltshire,False,0
3322,Pablo Reig,False,0
3323,Nai-Chang Yeh,True,3870
3324,Lars Eliasson,True,1125
3325,Federico Ricci-Tersenghi,False,0
3326,Leopoldina Fortunati,True,4184
3327,Purushottam Chakraborty,False,0
3328,Raphael Schroeter,False,0
3329,Nahum Arav,False,0
3330,Akira Sekiyama,False,0
3331,Atsuo Kuniba,False,0
3332,Nigel Wilding,False,0
3333,Roy Grainger,False,0
3334,Alessandro Olivo,False,0
3335,Alexander K. Hartmann,False,0
3336,David Kaiser,True,5121
3337,Lide Yao,False,0
3338,Amir Hamzić,True,1980
3339,Somasundaram Rajendran,False,0
3340,Ove Axner,False,0
3341,Hao Zheng,False,0
3342,Pijushpani Bhattacharjee,False,0
3343,Marco Prevedelli,False,0
3344,Matthew Povich,False,0
3345,Dug Young Kim,False,0
3346,Dulal Senapati,False,0
3347,Oleg Tchernyshyov,False,0
3348,Kavan Modi,False,0
3349,Matthew Brookes,False,0
3350,André Fielicke,False,0
3351,Ji-Yong Park,False,0
3352,Dickhoff W H,False,0
3353,Vikram Kumar,True,5582
3354,Andy Chong,False,0
3355,Daniel Kiener,False,0
3356,Giovanna Morigi,False,0
3357,Giovanni Volpe,False,0
3358,Weida Hu (胡伟达),False,0
3359,Chris Clemens,False,0
3360,Sibylle Gemming (Köstlmeier),False,0
3361,Anjum Ansari,False,0
3362,Giorgio Torrieri,False,0
3363,Benjamin C. Bromley,False,0
3364,Ling-Shu Wan,False,0
3365,philip stamp,False,0
3366,Hiren Joshi,False,0
3367,Wendy K. Adams,False,0
3368,Frank Scheffold,True,3267
3369,Raymond A. Shaw,False,0
3370,Jeremy Heyl,True,210
3371,John M. Beggs,False,0
3372,Abhay Shukla,True,1810
3373,Jason Slinker,False,0
3374,Laurent Daudet,False,0
3375,Siu A. Chin,False,0
3376,M.H. Mahmoud,False,0
3377,Jian-Guo Liu,False,0
3378,Carlo Cosmelli,False,0
3379,Tito J. Bonagamba,False,0
3380,Marco Finazzi,False,0
3381,Avner Shaulov,False,0
3382,Hannes Bernien,False,0
3383,Arthur Benjamin Weglein,False,0
3384,Steven Olmschenk,False,0
3385,Jim Al-Khalili,True,27025
3386,Simone Capaccioli,False,0
3387,Alejandro Corichi,True,1548
3388,Sundarrajan Asokan,False,0
3389,Daniele Oriti,False,0
3390,Matthew Reece,False,0
3391,Salvy Russo,False,0
3392,Lo Bour,False,0
3393,Dr. Nawal Kishore,False,0
3394,Liyu Liu,False,0
3395,Kirill Belashchenko,False,0
3396,Géza Meszéna,False,0
3397,Eronides DA SILVA JR,False,0
3398,Tzu-Chieh Wei,False,0
3399,Irina Sorokina,False,0
3400,Alex Hoffmann,False,0
3401,Vitaly Chepel,False,0
3402,Thomas Papenbrock,False,0
3403,Pavlos Lagoudakis,True,2168
3404,Jun Zhu,True,3344
3405,H. T. WONG,False,0
3406,Alfonso San-Miguel,False,0
3407,Cristina Kurachi,False,0
3408,parvinder kaur,False,0
3409,Jeroen Oostinga,False,0
3410,Stephen Arumainathan,False,0
3411,Daniel P. Lathrop,False,0
3412,Fred Currell,False,0
3413,Axel Schweiger,False,0
3414,Bowen Xiao,False,0
3415,Alexander Pyatakov,False,0
3416,Peter Puschnig,False,0
3417,Eric Cormier,False,0
3418,Sidong Lei,False,0
3419,Francisco Dominguez-Adame,False,0
3420,Yutaka Okabe,False,0
3421,Stephen Teitel,False,0
3422,Petr Kuzel,False,0
3423,Panagiotis Bamidis,False,0
3424,Jerzy Kowalski Glikman,False,0
3425,Gina  Hoatson,False,0
3426,Renio dos Santos Mendes,False,0
3427,Adi Nusser,False,0
3428,Stelios Couris,False,0
3429,Ron Lifshitz,False,0
3430,Derek F. Jackson Kimball,False,0
3431,Andy Rivkin,False,0
3432,Klaas Wynne,True,15837
3433,David A. Lowe,False,0
3434,Arman Rahmim,False,0
3435,Igor Raevski,False,0
3436,Amit Keren,False,0
3437,Yilei Li,False,0
3438,Mann-Ho Cho,False,0
3439,Duncan K. Galloway,False,0
3440,Jose Ramon Ramos Barrado,False,0
3441,PETER S. RISEBOROUGH,False,0
3442,Georg Raithel,False,0
3443,Jinke Tang,False,0
3444,Ulrich Gerland,False,0
3445,Sanz JM,False,0
3446,Ram Tandon,False,0
3447,Christoph Grein,False,0
3448,Alexey Taskin,False,0
3449,Jeroen Van Kan,False,0
3450,Peter Reece,False,0
3451,pavel jelinek,False,0
3452,Hans-Henning Klauss,False,0
3453,Andrew Nisbet,True,5439
3454,Diego Porras,False,0
3455,Thomas Hannappel,False,0
3456,Hagai Perets,False,0
3457,E N Nikolaev,False,0
3458,Gus L. W. Hart,False,0
3459,Enrico Gnecco,False,0
3460,Marco Grilli,False,0
3461,Thierry Emonet,False,0
3462,Constantine Yannouleas,False,0
3463,james lutsko,False,0
3464,Zhigang Wu,False,0
3465,Michael Widom,False,0
3466,David S. Dean,False,0
3467,Seong K. Mun,False,0
3468,K Murali,False,0
3469,Gavin Brennen,False,0
3470,Michael K. Tippett,False,0
3471,Aaron J. Miller,False,0
3472,John OConnor,False,0
3473,Sebastian Jäger,False,0
3474,Yasuyuki Matsuda,False,0
3475,Eva Forssell-Aronsson,False,0
3476,Filippo Romanato,False,0
3477,Vadim Cheianov,False,0
3478,Takahiro Sagawa,False,0
3479,Kanaris Tsinganos,False,0
3480,AlSalhi. Mohamad,False,0
3481,"Montalenti, F.",False,0
3482,Richard Landers,False,0
3483,Tero Heikkilä,False,0
3484,Anders Sandell,False,0
3485,James Valles,False,0
3486,Chia-Fu Chou,False,0
3487,Eun-Ah Kim,False,0
3488,"János A. Bergou, PhD, DSc",False,0
3489,Mujdat Caglar,False,0
3490,Petr Sittner,False,0
3491,Kristan L Corwin,False,0
3492,Matteo Mariantoni,False,0
3493,Uriel Levy,False,0
3494,Ken Durose,False,0
3495,JL Chau,False,0
3496,Laura Chomiuk,False,0
3497,Tim Johnson,True,254
3498,John C Schotland,False,0
3499,Diego Garlaschelli,False,0
3500,M. A. Osman,False,0
3501,adalberto balzarotti,False,0
3502,Sándor J Kovács,False,0
3503,Andrea Markelz,False,0
3504,Netanel Lindner,False,0
3505,Michael C. Ogilvie,False,0
3506,Fadei Komarov,False,0
3507,Debades Bandyopadhyay,False,0
3508,Victor Reshetnyak,False,0
3509,P. H. Souto Ribeiro,False,0
3510,Jens Jensen,True,985
3511,Andreas F. Terzis,False,0
3512,Alexander Polyakov,True,483
3513,Pascal HONVAULT,False,0
3514,Huan Yang,False,0
3515,Lok Lew Yan Voon,False,0
3516,CP Landee,False,0
3517,Gregory T Clement,False,0
3518,Chi-Te Liang,False,0
3519,Nicholas V Sarlis,False,0
3520,David Hawthorn,False,0
3521,Manolis Plionis,False,0
3522,B J Fraser,False,0
3523,E.L. Albuquerque,False,0
3524,b.p.chandra,False,0
3525,Philippe Odier,False,0
3526,Hans Nilsson,True,645
3527,Jeffrey M. McMahon,False,0
3528,Ralf Bundschuh,False,0
3529,Spencer Weart,True,232
3530,Jie Yan,True,201
3531,A. SARKAR,False,0
3532,Sindhu Singh,False,0
3533,Brian Spears,False,0
3534,Anthony Aguirre,True,4241
3535,Tapio T Rantala,False,0
3536,Peter Moczo,False,0
3537,Manoj Kumar Prasad,False,0
3538,Yeliang Wang,False,0
3539,jean-jacques zondy,False,0
3540,"""Changhyun Ko""",False,0
3541,Kenneth M. Nollett,False,0
3542,David Poland,False,0
3543,Orest Ivasishin,False,0
3544,Kai Chen,True,342
3545,Giuseppe D'Aguanno,False,0
3546,Jonder Morais,False,0
3547,Zhongbo Kang,False,0
3548,Dr. Sanjay Dhakate,False,0
3549,Associate Professor George C. Kagadis (Medical Physics - Medical Informatics),False,0
3550,MM Qazilbash,False,0
3551,John van Noort,False,0
3552,Andrea De Simone,False,0
3553,Oliver Schmitz,True,2818
3554,Eric A. Schiff,False,0
3555,Junyeob Yeo,False,0
3556,Zhichao Ruan 阮智超,False,0
3557,Matthieu Micoulaut,False,0
3558,Valentin Irkhin,False,0
3559,Panos Argyrakis,False,0
