,h_index,h5_index,i10_index,i10_5_index,institution,name,url,n citations,n5 citations,field,gender,gender_prob,wiki_bool,wiki_length
2525,27,24,39,35,University of Vienna,Philip Walther,https://scholar.google.com//citations?user=NqWGYXwAAAAJ&hl=en,6008,3405,1,female,0.53,False,0.0
2526,37,36,70,61,Johns Hopkins University,Tobias Marriage,https://scholar.google.com//citations?user=aLmLpV8AAAAJ&hl=en,6000,4563,1,male,0.99,False,0.0
2527,40,34,103,88,"Max Planck Institute of Microstructure Physics, Halle",Arthur Ernst,https://scholar.google.com//citations?user=VcP_QUAAAAAJ&hl=en,6021,3969,1,male,0.75,False,0.0
2528,40,34,103,88,"Max Planck Institute of Microstructure Physics, Halle",Arthur Ernst,https://scholar.google.com//citations?user=VcP_QUAAAAAJ&hl=en,6021,3969,1,male,0.75,False,0.0
2529,39,30,185,123,IIT Kharagpur,Samit K Ray,https://scholar.google.com//citations?user=O4WvnJ4AAAAJ&hl=en,6019,3576,1,male,1.0,False,0.0
2530,41,29,124,74,LBNL,Peter Fischer,https://scholar.google.com//citations?user=gsE1VKUAAAAJ&hl=en,5995,3409,1,male,1.0,True,524.0
2531,36,21,64,41,seoul national university,doochul kim,https://scholar.google.com//citations?user=tHAXzrYAAAAJ&hl=en,5989,2057,1,male,1.0,False,0.0
2532,29,16,53,24,,Sergey Kravchenko,https://scholar.google.com//citations?user=qdKqUSwAAAAJ&hl=en,5983,1204,1,male,1.0,True,217.0
2533,43,34,103,81,Univ. of Liverpool,Tim Veal,https://scholar.google.com//citations?user=PZtoLyoAAAAJ&hl=en,5982,3354,1,male,0.98,False,0.0
2534,40,34,103,88,Johannes Kepler University Linz,Arthur Ernst,https://scholar.google.com//citations?user=x-AlfVYAAAAJ&hl=en,5994,3945,1,male,1.0,False,0.0
2535,40,34,103,88,Johannes Kepler University Linz,Arthur Ernst,https://scholar.google.com//citations?user=x-AlfVYAAAAJ&hl=en,5994,3945,1,male,1.0,False,0.0
2536,37,23,76,37,Texas A&M University,Olga Kocharovskaya,https://scholar.google.com//citations?user=17Q34LgAAAAJ&hl=en,5982,1450,1,male,0.86,True,3163.0
2537,44,26,129,69,University of Mainz,Hans-Joachim Elmers,https://scholar.google.com//citations?user=3horsuMAAAAJ&hl=en,5978,2218,1,male,1.0,False,0.0
2538,32,23,66,40,,Alexander M. Tishin,https://scholar.google.com//citations?user=pob5ytEAAAAJ&hl=en,5989,2854,1,male,1.0,False,0.0
2539,45,38,140,132,Shivaji University,Keshav Rajpure,https://scholar.google.com//citations?user=JwinuMAAAAAJ&hl=en,5976,4665,1,male,1.0,False,0.0
2540,46,30,142,87,University of Valencia,Alfredo Segura,https://scholar.google.com//citations?user=dvnY5IkAAAAJ&hl=en,5975,3028,1,male,0.69,False,0.0
2541,34,32,72,59,University Colorado Boulder,Noah Finkelstein,https://scholar.google.com//citations?user=VLRQEbgAAAAJ&hl=en,5973,4194,1,male,1.0,True,9921.0
2542,39,32,87,77,"Institute of Physics, Chinese Academy of Sciences",Shixuan Du,https://scholar.google.com//citations?user=xgXsRW8AAAAJ&hl=en,5970,4468,1,male,1.0,False,0.0
2543,31,23,53,39,NRNU MEPhI,Nikolay Narozhny,https://scholar.google.com//citations?user=uz2UlsMAAAAJ&hl=en,5966,2160,1,male,0.99,False,0.0
2544,41,31,112,91,Lomonosov Moscow State University,Vasily E. Tarasov,https://scholar.google.com//citations?user=sfFN5B4AAAAJ&hl=en,5966,4040,1,male,1.0,False,0.0
2545,43,39,79,73,University of St Andrews,Phil D C King,https://scholar.google.com//citations?user=kpCeaGMAAAAJ&hl=en,5965,4577,1,male,0.83,,
2546,39,33,79,66,National Technical University of Athens,"Alexandros Georgakilas, PhD. Associate Professor",https://scholar.google.com//citations?user=MAD6KTcAAAAJ&hl=en,5959,4492,1,male,1.0,False,0.0
2547,37,32,124,94,,Guangwen Chen,https://scholar.google.com//citations?user=3-ONqEQAAAAJ&hl=en,5957,3882,1,male,1.0,False,0.0
2548,44,30,95,61,University of Pisa,Massimo D'Elia,https://scholar.google.com//citations?user=cDEZMDQAAAAJ&hl=en,5955,2583,1,male,1.0,False,0.0
2549,29,18,76,33,Victoria University of Wellington,John Lekner,https://scholar.google.com//citations?user=HEId_QwAAAAJ&hl=en,5955,1394,1,male,0.99,False,0.0
2550,38,21,165,63,,Deepak Mathur,https://scholar.google.com//citations?user=mn0QVkcAAAAJ&hl=en,5954,1765,1,female,1.0,True,13180.0
2551,42,31,104,75,University of Delaware,Marianna Safronova,https://scholar.google.com//citations?user=NPh3nA8AAAAJ&hl=en,5954,3545,1,male,1.0,False,0.0
2552,44,33,100,87,University of Freiburg,Joe Dzubiella,https://scholar.google.com//citations?user=dx0C5pYAAAAJ&hl=en,5954,4158,1,male,1.0,False,0.0
2553,32,20,123,53,"University of São Paulo, São Paulo",Dmitri Maximovitch Gitman,https://scholar.google.com//citations?user=iy8PMJ4AAAAJ&hl=en,5952,2166,1,female,1.0,False,0.0
2554,40,14,81,20,,Carl H Gibson,https://scholar.google.com//citations?user=okF0KZ0AAAAJ&hl=en,5948,978,1,male,1.0,False,0.0
2555,40,29,118,81,,Narayana Rao Desai,https://scholar.google.com//citations?user=OseLZBsAAAAJ&hl=en,5950,3082,1,male,0.99,False,0.0
2556,36,24,53,40,,Mina Aganagic,https://scholar.google.com//citations?user=WuBmzsQAAAAJ&hl=en,5946,2051,1,female,0.79,True,4597.0
2557,36,31,109,93,,Jun Yang,https://scholar.google.com//citations?user=9pV0648AAAAJ&hl=en,5948,3950,1,female,1.0,True,196.0
2558,38,27,163,98,,P.P.Fedorov,https://scholar.google.com//citations?user=hDpoRzAAAAAJ&hl=en,5947,3199,1,male,1.0,False,0.0
2559,36,30,112,82,,Abdel Moneim A Ibrahim,https://scholar.google.com//citations?user=OVDOyfwAAAAJ&hl=en,5946,4186,1,male,0.99,False,0.0
2560,43,19,140,39,Vrije Universiteit Amsterdam,Steven Stolte,https://scholar.google.com//citations?user=6bQ483cAAAAJ&hl=en,5943,1369,1,male,1.0,False,0.0
2561,36,15,78,23,University of Wuerzburg,Haye Hinrichsen,https://scholar.google.com//citations?user=2gcjOLEAAAAJ&hl=en,5940,1974,1,male,0.97,False,0.0
2562,43,28,96,70,Medical University of Innsbruck,Monika Ritsch-Marte,https://scholar.google.com//citations?user=attixk4AAAAJ&hl=en,5939,3233,1,male,0.97,True,8457.0
2563,46,40,85,82,,Xianfeng Li,https://scholar.google.com//citations?user=Wc8abWMAAAAJ&hl=en,5938,4488,1,male,1.0,False,0.0
2564,33,22,69,36,National Taiwan University,Tzihong Chiueh,https://scholar.google.com//citations?user=YQPSOg8AAAAJ&hl=en,5925,1983,1,male,1.0,False,0.0
2565,33,22,69,36,National Taiwan University,Tzihong Chiueh,https://scholar.google.com//citations?user=YQPSOg8AAAAJ&hl=en,5925,1983,1,male,1.0,False,0.0
2566,38,26,71,41,Boston University,David F. Coker,https://scholar.google.com//citations?user=1JLXzp0AAAAJ&hl=en,5924,2591,1,male,1.0,False,0.0
2567,33,22,69,36,National Taiwan University,Tzihong Chiueh,https://scholar.google.com//citations?user=xYx6-n0AAAAJ&hl=en,5925,1983,1,male,1.0,False,0.0
2568,33,22,69,36,National Taiwan University,Tzihong Chiueh,https://scholar.google.com//citations?user=xYx6-n0AAAAJ&hl=en,5925,1983,1,male,1.0,False,0.0
2569,41,36,125,121,Ludwig-Maximilians-Universität München,Katia Parodi,https://scholar.google.com//citations?user=HB_intIAAAAJ&hl=en,5936,4324,1,male,1.0,False,0.0
2570,46,39,119,91,Lawrence Livermore National Laboratory,Nathan Meezan,https://scholar.google.com//citations?user=1ljdGCMAAAAJ&hl=en,5921,4269,1,female,0.99,False,0.0
2571,35,19,61,46,UIUC,D. H. Beck,https://scholar.google.com//citations?user=L_eMOhIAAAAJ&hl=en,5920,1869,1,male,1.0,False,0.0
2572,37,28,79,57,Peking University,Lun Dai,https://scholar.google.com//citations?user=356i4y8AAAAJ&hl=en,5917,4048,1,male,1.0,False,0.0
2573,42,23,112,55,Université de Montpellier,Pierre Lefebvre,https://scholar.google.com//citations?user=YuoEELIAAAAJ&hl=en,5933,1798,1,male,0.99,True,3146.0
2574,24,13,45,19,Franklin & Marshall College,Gregory Adkins,https://scholar.google.com//citations?user=ugActr8AAAAJ&hl=en,5916,868,1,female,0.5,False,0.0
2575,30,26,46,42,Keio University,Kazuya Ando,https://scholar.google.com//citations?user=NjcBuuwAAAAJ&hl=en,5890,4765,1,male,1.0,False,0.0
2576,39,27,72,60,University of Twente,Jennifer L. Herek,https://scholar.google.com//citations?user=EB4ofjQAAAAJ&hl=en,5888,2105,1,male,1.0,False,0.0
2577,24,13,39,16,Comenius University in Bratislava,Peter Markoš,https://scholar.google.com//citations?user=NKyxb9sAAAAJ&hl=en,5898,2165,1,male,1.0,False,0.0
2578,28,28,44,43,,Chi-Cheng LEE,https://scholar.google.com//citations?user=VpBUo30AAAAJ&hl=en,5897,5525,1,male,0.67,False,0.0
2579,36,30,69,59,University of Munich,Lode Pollet,https://scholar.google.com//citations?user=XKhOtoEAAAAJ&hl=en,5915,3614,1,male,1.0,False,0.0
2580,40,16,117,33,Heriot-Watt University,c r pidgeon,https://scholar.google.com//citations?user=pqLp2yMAAAAJ&hl=en,5894,963,1,male,1.0,False,0.0
2581,40,35,71,64,University of Rochester,John Howell,https://scholar.google.com//citations?user=2pSQfFoAAAAJ&hl=en,5888,3516,1,male,1.0,True,2115.0
2582,41,28,84,65,UNLV,Daniel Proga,https://scholar.google.com//citations?user=eNUGxCcAAAAJ&hl=en,5874,2748,1,male,1.0,False,0.0
2583,41,23,116,47,,"Kattesh V. Katti MSc.Ed, PhD, DSc, FRSC, FNAI",https://scholar.google.com//citations?user=k3Jll3UAAAAJ&hl=en,5878,2169,1,male,1.0,False,0.0
2584,28,21,46,26,Bogolyubov Institute for Theoretical Physics,Sergei G. Sharapov,https://scholar.google.com//citations?user=n0XL1y8AAAAJ&hl=en,5887,2898,1,male,1.0,False,0.0
2585,45,31,75,61,Perimeter Institute for Theoretical Physics,Erik Schnetter,https://scholar.google.com//citations?user=1AZtnFgAAAAJ&hl=en,5876,3132,1,male,1.0,False,0.0
2586,37,17,84,25,,Robert Owens,https://scholar.google.com//citations?user=jhgENnMAAAAJ&hl=en,5875,1037,1,female,1.0,True,941.0
2587,43,28,139,86,,Marc Descamps,https://scholar.google.com//citations?user=rsXwYUoAAAAJ&hl=en,5870,2754,1,male,1.0,False,0.0
2588,43,29,105,66,University of Toronto,George William Kent Moore,https://scholar.google.com//citations?user=l_eZf-YAAAAJ&hl=en,5886,3044,1,male,0.93,False,0.0
2589,32,30,43,39,Australian National University,Manuel Decker,https://scholar.google.com//citations?user=KGtnLIgAAAAJ&hl=en,5869,4807,1,male,1.0,False,0.0
2590,36,31,46,44,University of Colorado,Thomas M McCollom,https://scholar.google.com//citations?user=zYtQslsAAAAJ&hl=en,5864,3051,1,male,1.0,False,0.0
2591,43,28,111,57,Universite Paris-Sud XI,Vincent Rivasseau,https://scholar.google.com//citations?user=4Nnh1t8AAAAJ&hl=en,5863,2798,1,male,1.0,True,3637.0
2592,35,26,97,56,Institute of Atmospheric Physics,Yongqiang Yu (俞永强),https://scholar.google.com//citations?user=JOy_S68AAAAJ&hl=en,5858,3140,1,male,1.0,False,0.0
2593,38,21,115,49,Institute of Nuclear Physics,krzysztof parlinski,https://scholar.google.com//citations?user=fmsEtO4AAAAJ&hl=en,5855,2414,1,male,1.0,False,0.0
2594,39,29,82,61,Hong Kong Polytechnic University,Yizhu Xie,https://scholar.google.com//citations?user=HXO-pqAAAAAJ&hl=en,5851,3288,1,male,0.99,False,0.0
2595,33,23,51,37,Brown University,Domenico Pacifici,https://scholar.google.com//citations?user=0dIcJFwAAAAJ&hl=en,5850,2268,1,male,1.0,False,0.0
2596,42,19,134,46,Florida State University,Per Arne Rikvold,https://scholar.google.com//citations?user=a9QjqZ8AAAAJ&hl=en,5842,1336,1,male,0.51,True,1649.0
2597,36,22,66,41,Michigan State University,Norman O. Birge,https://scholar.google.com//citations?user=4SdI-a0AAAAJ&hl=en,5841,1724,1,male,1.0,False,0.0
2598,31,28,39,35,Institute of Physics,Ignacy Sawicki,https://scholar.google.com//citations?user=kDI4Eo8AAAAJ&hl=en,5836,4069,1,male,1.0,False,0.0
2599,39,22,95,42,University of Miami,Rafael I. Nepomechie,https://scholar.google.com//citations?user=TW2fOsEAAAAJ&hl=en,5835,2159,1,male,1.0,False,0.0
2600,27,23,38,35,"Institute of Physics, Chinese Academy of Sciences",Gang Li (李岗),https://scholar.google.com//citations?user=USr66woAAAAJ&hl=en,5834,2275,1,male,1.0,False,0.0
2601,40,17,76,29,,Arnel Salvador,https://scholar.google.com//citations?user=hCcJGl0AAAAJ&hl=en,5841,921,1,male,1.0,False,0.0
2602,27,19,61,32,Oxford University,Victor M. Burlakov,https://scholar.google.com//citations?user=KxpV6PsAAAAJ&hl=en,5830,4756,1,male,1.0,False,0.0
2603,37,32,96,73,JNCASR,Sundaresan Athinarayanan,https://scholar.google.com//citations?user=Up7IW3QAAAAJ&hl=en,5829,3772,1,male,1.0,False,0.0
2604,42,27,110,59,Politecnico di Milano,Carlo Enrico Bottani,https://scholar.google.com//citations?user=s_lTIxQAAAAJ&hl=en,5829,2453,1,male,1.0,False,0.0
2605,14,12,15,12,Stanford University,Erhan Yenilmez,https://scholar.google.com//citations?user=NLbg-tAAAAAJ&hl=en,5836,1538,1,male,1.0,False,0.0
2606,40,34,60,54,University of Oslo,Torsten Bringmann,https://scholar.google.com//citations?user=5R5zIG8AAAAJ&hl=en,5803,4066,1,male,1.0,False,0.0
2607,36,32,56,55,Max Planck Institute for Extraterrestrial Physics,Dr. Julia L. Zimmermann,https://scholar.google.com//citations?user=UEea7JIAAAAJ&hl=en,5828,4905,1,female,0.53,False,0.0
2608,33,12,121,20,University of Florida,John Sabin,https://scholar.google.com//citations?user=ixDg5I4AAAAJ&hl=en,5827,1233,1,male,0.99,False,0.0
2609,33,21,64,41,National and Kapodistrian University of Athens,Despina Hatzidimitriou,https://scholar.google.com//citations?user=SuFM7OQAAAAJ&hl=en,5818,3791,1,male,1.0,False,0.0
2610,40,33,65,60,"Max Planck Institute for the Physics of Complex Systems, Dresden",Thomas Pohl,https://scholar.google.com//citations?user=6C_cUawAAAAJ&hl=en,5815,4374,1,male,1.0,False,0.0
2611,43,36,104,93,University of Graz,Manuela Temmer,https://scholar.google.com//citations?user=qkOyxPwAAAAJ&hl=en,5811,3905,1,male,1.0,False,0.0
2612,41,20,74,38,University of Amsterdam,Kareljan Schoutens,https://scholar.google.com//citations?user=CP9-NewAAAAJ&hl=en,5807,1359,1,female,1.0,False,0.0
2613,39,35,66,59,Wake Forest University,Timo Thonhauser,https://scholar.google.com//citations?user=h91qfB8AAAAJ&hl=en,5801,4196,1,male,0.98,False,0.0
2614,41,17,66,27,Colgate University,Thomas J. Balonek,https://scholar.google.com//citations?user=thJSA0gAAAAJ&hl=en,5787,1360,1,male,0.81,True,3845.0
2615,38,20,113,52,Max-Planck-Institute for Solar System Research,Jörg Büchner,https://scholar.google.com//citations?user=UvtK4_gAAAAJ&hl=en,5782,1678,1,male,1.0,False,0.0
2616,30,14,57,16,California State University Long Beach,Chuhee Kwon,https://scholar.google.com//citations?user=4Kwuoi0AAAAJ&hl=en,5779,1081,1,male,1.0,False,0.0
2617,24,20,32,26,Hong Kong University of Science and Technology,Zhi Yu Yang,https://scholar.google.com//citations?user=N1Jq_oMAAAAJ&hl=en,5775,4374,1,male,1.0,False,0.0
2618,40,38,79,75,Fudan University,Faxian Xiu,https://scholar.google.com//citations?user=0QMB9ZUAAAAJ&hl=en,5774,4022,1,male,1.0,False,0.0
2619,8,8,8,8,Lund University,Marcelo J P Alcocer,https://scholar.google.com//citations?user=MylcONgAAAAJ&hl=en,5773,5753,1,male,1.0,False,0.0
2620,40,27,113,76,Queen's University,Stephen Hughes,https://scholar.google.com//citations?user=ehh7vv0AAAAJ&hl=en,5768,3003,1,male,0.99,True,1034.0
2621,40,27,113,76,Queen's University,Stephen Hughes,https://scholar.google.com//citations?user=ehh7vv0AAAAJ&hl=en,5768,3003,1,male,0.99,True,1034.0
2622,37,30,73,62,McGill University,Paul W Wiseman,https://scholar.google.com//citations?user=0XdoWQIAAAAJ&hl=en,5786,3034,1,male,1.0,False,0.0
2623,39,24,106,56,,Saverio Pascazio,https://scholar.google.com//citations?user=FxS1YUcAAAAJ&hl=en,5767,2303,1,male,1.0,False,0.0
2624,35,29,76,67,University of Münster,Rudolf Bratschitsch,https://scholar.google.com//citations?user=NmHq7QUAAAAJ&hl=en,5763,4310,1,male,1.0,False,0.0
2625,45,25,119,75,University of Viena,Chrusciel Piotr,https://scholar.google.com//citations?user=7OFM2akAAAAJ&hl=en,5762,2370,1,male,1.0,False,0.0
2626,41,19,96,38,University of Tokyo,Yukio Hasegawa,https://scholar.google.com//citations?user=v8whu64AAAAJ&hl=en,5762,1612,1,male,1.0,False,0.0
2627,27,23,41,34,Stockholm University,Markus Hennrich,https://scholar.google.com//citations?user=zpCcvfMAAAAJ&hl=en,5755,3592,1,male,0.97,False,0.0
2628,44,35,91,77,Oakland University,Vasyl Tyberkevych,https://scholar.google.com//citations?user=FGrS2ZAAAAAJ&hl=en,5763,3979,1,male,1.0,False,0.0
2629,29,29,53,51,National Cheng Kung University,Tay-Rong Chang (張泰榕),https://scholar.google.com//citations?user=poTBYtAAAAAJ&hl=en,5763,5732,1,male,0.83,False,0.0
2630,35,25,163,105,Institute of Physics,Suresh Kumar Patra,https://scholar.google.com//citations?user=7DOurpIAAAAJ&hl=en,5760,3331,1,male,1.0,False,0.0
2631,37,27,78,59,University of Regensburg,John Schliemann,https://scholar.google.com//citations?user=kReTO58AAAAJ&hl=en,5754,2294,1,male,0.86,False,0.0
2632,25,25,39,38,University of Stuttgart,Mario Hentschel,https://scholar.google.com//citations?user=30PCLHQAAAAJ&hl=en,5750,5027,1,male,0.99,False,0.0
2633,38,24,118,59,The College of New Jersey,Paul Wiita,https://scholar.google.com//citations?user=NDZG-esAAAAJ&hl=en,5749,1975,1,male,1.0,False,0.0
2634,40,25,115,67,Loughborough University,"Sergey E Savel'ev, Professor of Theoretical Physics, Associate Dean Research, APS and IOP Fellow",https://scholar.google.com//citations?user=6eXz_IIAAAAJ&hl=en,5742,2599,1,male,1.0,False,0.0
2635,25,16,49,23,Swansea University,dave dunbar,https://scholar.google.com//citations?user=EWkfv24AAAAJ&hl=en,5753,1596,1,female,0.79,False,0.0
2636,42,38,88,88,Georgia Tech,Dirk Lennarz,https://scholar.google.com//citations?user=OV461yEAAAAJ&hl=en,5753,4688,1,male,1.0,False,0.0
2637,41,17,109,53,,Mario Salerno,https://scholar.google.com//citations?user=683RcnIAAAAJ&hl=en,5752,1435,1,male,1.0,False,0.0
2638,33,22,73,37,University of Gdansk,Robert Alicki,https://scholar.google.com//citations?user=diw_DmQAAAAJ&hl=en,5740,2598,1,male,1.0,False,0.0
2639,41,29,77,55,Edinburgh University,Peter Boyle,https://scholar.google.com//citations?user=4PNYl4AAAAAJ&hl=en,5737,3076,1,male,1.0,True,30635.0
2640,40,21,77,44,University of California San Diego,Dan Dubin,https://scholar.google.com//citations?user=9ViPIeEAAAAJ&hl=en,5736,1724,1,female,1.0,False,0.0
2641,37,26,93,58,University of Twente,Bernard J. Geurts,https://scholar.google.com//citations?user=CcQ48twAAAAJ&hl=en,5731,2173,1,male,1.0,False,0.0
2642,36,27,53,36,,Irene Giardina,https://scholar.google.com//citations?user=lPBjU44AAAAJ&hl=en,5735,3507,1,male,1.0,False,0.0
2643,38,27,82,58,Dublin City University,Colette McDonagh,https://scholar.google.com//citations?user=fobMR5UAAAAJ&hl=en,5734,2584,1,male,0.99,False,0.0
2644,42,28,125,84,Technische Universität Dresden,Jens Uwe Sommer,https://scholar.google.com//citations?user=ZyejzqgAAAAJ&hl=en,5732,2899,1,male,0.99,False,0.0
2645,37,27,55,37,UC Davis,Veronika Hubeny,https://scholar.google.com//citations?user=sQxFuFIAAAAJ&hl=en,5730,3302,1,male,1.0,True,7680.0
2646,37,20,100,47,Seoul National University,Wonho Jhe,https://scholar.google.com//citations?user=z_c9ABQAAAAJ&hl=en,5729,1534,1,male,1.0,False,0.0
2647,37,19,56,35,East Carolina University,Zi-Wei Lin,https://scholar.google.com//citations?user=zYUdCpwAAAAJ&hl=en,5724,2236,1,male,1.0,False,0.0
2648,38,18,75,35,,Vladimir Usov,https://scholar.google.com//citations?user=yH14JM4AAAAJ&hl=en,5721,1408,1,male,0.99,True,4879.0
2649,30,21,59,37,Pusan National University,Bog Kim,https://scholar.google.com//citations?user=X21HmKkAAAAJ&hl=en,5713,2429,1,male,0.86,False,0.0
2650,37,20,124,29,,Chung-Hsiung Wu,https://scholar.google.com//citations?user=CtQP3cMAAAAJ&hl=en,5724,1795,1,male,1.0,False,0.0
2651,38,20,161,60,Aarhus University,Arne Nylandsted Larsen,https://scholar.google.com//citations?user=uMGLLfEAAAAJ&hl=en,5718,1838,1,male,0.99,False,0.0
2652,38,30,129,97,"""Aristotle University of Thessaloniki","""K.M. Paraskevopoulos"" OR ""Paraskevopoulos K.M."" OR ""K. Paraskevopoulos"" OR ""Paraskevopoulos K.""",https://scholar.google.com//citations?user=3MZ06NQAAAAJ&hl=en,5716,3594,1,male,0.88,False,0.0
2653,38,17,70,24,Tel Aviv University,Yacov Kantor,https://scholar.google.com//citations?user=LeoSUPIAAAAJ&hl=en,5715,966,1,male,0.99,False,0.0
2654,37,28,61,54,Johns Hopkins University,N. Peter Armitage,https://scholar.google.com//citations?user=hE4zgYIAAAAJ&hl=en,5712,2989,1,male,1.0,False,0.0
2655,41,19,88,39,University of Strathclyde,Gian-Luca Oppo,https://scholar.google.com//citations?user=smXXUe0AAAAJ&hl=en,5712,1439,1,male,0.99,False,0.0
2656,41,19,88,39,University of Strathclyde,Gian-Luca Oppo,https://scholar.google.com//citations?user=smXXUe0AAAAJ&hl=en,5712,1439,1,male,0.99,False,0.0
2657,41,22,96,48,University of Alberta,Mark Freeman,https://scholar.google.com//citations?user=SwENSF0AAAAJ&hl=en,5712,1983,1,female,0.74,True,7402.0
2658,38,29,71,64,ICTP,Adrian M Tompkins,https://scholar.google.com//citations?user=I_JhTO0AAAAJ&hl=en,5707,3100,1,male,1.0,False,0.0
2659,43,30,97,61,Kobe University,Jiro Soda,https://scholar.google.com//citations?user=Dns0LtAAAAAJ&hl=en,5706,2599,1,male,1.0,False,0.0
2660,35,25,66,50,Southern Illinois University Carbondale,Saikat Talapatra,https://scholar.google.com//citations?user=ewd4mc8AAAAJ&hl=en,5704,3156,1,male,0.99,False,0.0
2661,36,26,68,56,University of Technology Sydney,David McGloin,https://scholar.google.com//citations?user=Hi_vWzwAAAAJ&hl=en,5702,2868,1,female,0.69,False,0.0
2662,26,26,31,31,Stanford University,Amir Safavi-Naeini,https://scholar.google.com//citations?user=QviK0DEAAAAJ&hl=en,5699,5034,1,male,1.0,False,0.0
2663,39,29,132,82,University of Leeds,Christopher Marrows,https://scholar.google.com//citations?user=UwFdtuQAAAAJ&hl=en,5695,3314,1,female,0.75,False,0.0
2664,41,21,133,44,,Hans-Jürgen Korsch,https://scholar.google.com//citations?user=SqQAFewAAAAJ&hl=en,5697,1620,1,male,1.0,False,0.0
2665,40,25,140,72,University of Innsbruck,michael probst,https://scholar.google.com//citations?user=4VPpPAYAAAAJ&hl=en,5683,2190,1,male,1.0,False,0.0
2666,42,35,92,75,UNIST,Noejung PARK,https://scholar.google.com//citations?user=fOHVhBgAAAAJ&hl=en,5680,4075,1,male,0.96,False,0.0
2667,38,32,67,60,Saint Michael's College,John O'Meara,https://scholar.google.com//citations?user=hnpb8SgAAAAJ&hl=en,5673,3437,1,female,1.0,True,549.0
2668,48,39,122,115,,Alex Chroneos,https://scholar.google.com//citations?user=-EzNuw4AAAAJ&hl=en,5671,4383,1,male,1.0,False,0.0
2669,31,28,71,55,,Kehui Wu,https://scholar.google.com//citations?user=7-ChpWsAAAAJ&hl=en,5669,4812,1,male,1.0,False,0.0
2670,36,22,78,46,New Jersey Institute of Technology,John Federici,https://scholar.google.com//citations?user=N0tH-6AAAAAJ&hl=en,5664,2709,1,male,1.0,False,0.0
2671,33,26,72,52,Leibniz Universität Hannover,Manfred Lein,https://scholar.google.com//citations?user=C2HJKfwAAAAJ&hl=en,5664,2501,1,male,1.0,False,0.0
2672,42,27,90,53,University of Chieti-Pescara,Vittorio Pizzella,https://scholar.google.com//citations?user=VU8G3iAAAAAJ&hl=en,5663,2477,1,male,1.0,False,0.0
2673,39,18,76,36,University of Miami,Thomas Curtright,https://scholar.google.com//citations?user=aLCe79oAAAAJ&hl=en,5658,1234,1,male,1.0,True,3327.0
2674,39,20,97,39,"Indian Institute of Science, Bangalore",Chandan Dasgupta,https://scholar.google.com//citations?user=gxk0AN0AAAAJ&hl=en,5652,1864,1,male,1.0,True,7789.0
2675,28,21,52,41,Canisius College,H. David Sheets,https://scholar.google.com//citations?user=kSynnPYAAAAJ&hl=en,5651,3389,1,male,0.99,False,0.0
2676,45,29,94,65,Macquarie University,Mark Wardle,https://scholar.google.com//citations?user=TQaozfMAAAAJ&hl=en,5650,2517,1,male,1.0,False,0.0
2677,35,17,60,29,University of Iowa,M. H. Reno,https://scholar.google.com//citations?user=F9j_eDYAAAAJ&hl=en,5650,1819,1,male,1.0,False,0.0
2678,34,18,88,37,Linkoping University,Bo E. Sernelius,https://scholar.google.com//citations?user=MMB7OnYAAAAJ&hl=en,5657,2106,1,male,1.0,False,0.0
2679,39,33,96,70,Sevilla University,Victorino Franco,https://scholar.google.com//citations?user=13bIGNoAAAAJ&hl=en,5647,4109,1,male,1.0,False,0.0
2680,40,22,144,62,University of Leicester,Timothy K Yeoman,https://scholar.google.com//citations?user=DtwXRWYAAAAJ&hl=en,5644,2074,1,male,1.0,False,0.0
2681,34,15,82,19,,Dennis M. Manos,https://scholar.google.com//citations?user=5jlUnEQAAAAJ&hl=en,5631,1296,1,male,1.0,False,0.0
2682,39,32,99,85,IST,Carlos A. R. Herdeiro,https://scholar.google.com//citations?user=ikcUJoMAAAAJ&hl=en,5620,4068,1,female,1.0,False,0.0
2683,36,25,94,51,University of North Texas,Yuri Rostovtsev,https://scholar.google.com//citations?user=rWJ_1TcAAAAJ&hl=en,5639,2195,1,male,1.0,False,0.0
2684,25,25,35,34,Johannes Kepler University Linz,Martin Kaltenbrunner,https://scholar.google.com//citations?user=c_Xosd0AAAAJ&hl=en,5628,5337,1,male,0.9,False,0.0
2685,40,15,114,30,,Hans J. Pirner,https://scholar.google.com//citations?user=sLQ21I4AAAAJ&hl=en,5624,848,1,male,1.0,False,0.0
2686,41,21,96,44,University of Warwick,J.B.Staunton,https://scholar.google.com//citations?user=6mwaoGYAAAAJ&hl=en,5643,1716,1,male,1.0,False,0.0
2687,40,24,143,66,МГУ им. М.В. Ломоносова,Victor Timoshenko,https://scholar.google.com//citations?user=BsdSWPcAAAAJ&hl=en,5623,2339,1,male,1.0,False,0.0
2688,37,28,75,60,,Dagmar Sternad,https://scholar.google.com//citations?user=qg9Gd84AAAAJ&hl=en,5618,2941,1,male,1.0,False,0.0
2689,36,29,115,92,"Saha Institute of Nuclear Physics, Kolkata",Biswarup Satpati,https://scholar.google.com//citations?user=9OexgKQAAAAJ&hl=en,5614,3753,1,female,1.0,False,0.0
2690,39,19,102,36,Washington University,Jonathan I Katz,https://scholar.google.com//citations?user=yPw4WjoAAAAJ&hl=en,5615,1257,1,female,0.99,False,0.0
